Code,Disease,symptoms
431,Abscess of the pharynx,[{symptoms:Sore throat}{symptoms:83}{symptoms:Fever}{symptoms:69}{symptoms:Nasal congestion}{symptoms:58}{symptoms:Cough}{symptoms:51}{symptoms:Difficulty in swallowing}{symptoms:48}{symptoms:Ear pain}{symptoms:34}{symptoms:Headache}{symptoms:34}{symptoms:Sharp chest pain}{symptoms:27}{symptoms:Coughing up sputum}{symptoms:27}{symptoms:Allergic reaction}{symptoms:27}{symptoms:Feeling ill}{symptoms:20}{symptoms:Throat swelling}{symptoms:20} Abscess of the pharynx
432,Primary thrombocythemia,[{symptoms:Dizziness}{symptoms:28}{symptoms:Fatigue}{symptoms:21}{symptoms:Sweating}{symptoms:12}{symptoms:Flatulence}{symptoms:12}{symptoms:Rectal bleeding}{symptoms:12}{symptoms:Fluid retention}{symptoms:12}{symptoms:Pain of the anus}{symptoms:12}{symptoms:Joint pain}{symptoms:12}{symptoms:Muscle pain}{symptoms:12}{symptoms:Frequent urination}{symptoms:12}{symptoms:Abusing alcohol}{symptoms:12}{symptoms:Symptoms of eye}{symptoms:12} Primary thrombocythemia
433,Arthritis of the hip,[{symptoms:Hip pain}{symptoms:93}{symptoms:Leg pain}{symptoms:56}{symptoms:Low back pain}{symptoms:43}{symptoms:Back pain}{symptoms:41}{symptoms:Knee pain}{symptoms:37}{symptoms:Ache all over}{symptoms:24}{symptoms:Groin pain}{symptoms:20}{symptoms:Lower body pain}{symptoms:14}{symptoms:Problems with movement}{symptoms:13}{symptoms:Pelvic pain}{symptoms:10}{symptoms:Joint pain}{symptoms:9}{symptoms:Hip stiffness or tightness}{symptoms:3} Arthritis of the hip
434,Decubitus ulcer,[{symptoms:Skin lesion}{symptoms:78}{symptoms:Difficulty speaking}{symptoms:11}{symptoms:Skin on leg or foot looks infected}{symptoms:6}{symptoms:Skin pain}{symptoms:1}{symptoms:Incontinence of stool}{symptoms:1}{symptoms:Penis redness}{symptoms:1}{symptoms:Disturbance of smell or taste}{symptoms:1} Decubitus ulcer
435,Hypernatremia,[{symptoms:Weakness}{symptoms:64}{symptoms:Difficulty breathing}{symptoms:53}{symptoms:Fever}{symptoms:45}{symptoms:Fluid retention}{symptoms:45}{symptoms:Depressive or psychotic symptoms}{symptoms:35}{symptoms:Vomiting}{symptoms:35}{symptoms:Shortness of breath}{symptoms:35}{symptoms:Ache all over}{symptoms:35}{symptoms:Apnea}{symptoms:21}{symptoms:Heavy menstrual flow}{symptoms:21}{symptoms:Problems with movement}{symptoms:21}{symptoms:Fainting}{symptoms:21} Hypernatremia
436,Sensorineural hearing loss,[{symptoms:Diminished hearing}{symptoms:90}{symptoms:Plugged feeling in ear}{symptoms:57}{symptoms:Ringing in ear}{symptoms:49}{symptoms:Dizziness}{symptoms:48}{symptoms:Ear pain}{symptoms:39}{symptoms:Nasal congestion}{symptoms:25}{symptoms:Fluid in ear}{symptoms:13}{symptoms:Hoarse voice}{symptoms:11}{symptoms:Redness in ear}{symptoms:11}{symptoms:Itchy ear(s)}{symptoms:9}{symptoms:Throat feels tight}{symptoms:4}{symptoms:Neck mass}{symptoms:4} Sensorineural hearing loss
437,Chronic ulcer,[{symptoms:Skin lesion}{symptoms:83}{symptoms:Skin on leg or foot looks infected}{symptoms:7}{symptoms:Skin pain}{symptoms:1} Chronic ulcer
438,Osteoporosis,[{symptoms:Back pain}{symptoms:36}{symptoms:Hip pain}{symptoms:20}{symptoms:Joint pain}{symptoms:15}{symptoms:Bones are painful}{symptoms:10}{symptoms:Disturbance of memory}{symptoms:7}{symptoms:Muscle cramps;contractures;or spasms}{symptoms:5}{symptoms:Stomach bloating}{symptoms:4}{symptoms:Leg cramps or spasms}{symptoms:2}{symptoms:Low back stiffness or tightness}{symptoms:2}{symptoms:Melena}{symptoms:2}{symptoms:Excessive urination at night}{symptoms:2}{symptoms:Early or late onset of menopause}{symptoms:1} Osteoporosis
439,Ileus,[{symptoms:Sharp abdominal pain}{symptoms:88}{symptoms:Vomiting}{symptoms:77}{symptoms:Nausea}{symptoms:70}{symptoms:Diarrhea}{symptoms:64}{symptoms:Constipation}{symptoms:57}{symptoms:Burning abdominal pain}{symptoms:33}{symptoms:Stomach bloating}{symptoms:27}{symptoms:Headache}{symptoms:27}{symptoms:Side pain}{symptoms:20}{symptoms:Lower abdominal pain}{symptoms:20}{symptoms:Upper abdominal pain}{symptoms:20}{symptoms:Pain of the anus}{symptoms:11} Ileus
440,Sickle cell crisis,[{symptoms:Ache all over}{symptoms:73}{symptoms:Leg pain}{symptoms:71}{symptoms:Back pain}{symptoms:68}{symptoms:Sharp chest pain}{symptoms:54}{symptoms:Arm pain}{symptoms:49}{symptoms:Hip pain}{symptoms:38}{symptoms:Low back pain}{symptoms:33}{symptoms:Sharp abdominal pain}{symptoms:31}{symptoms:Knee pain}{symptoms:28}{symptoms:Fever}{symptoms:25}{symptoms:Vomiting}{symptoms:25}{symptoms:Burning abdominal pain}{symptoms:18} Sickle cell crisis
441,Urethritis,[{symptoms:Painful urination}{symptoms:83}{symptoms:Penile discharge}{symptoms:74}{symptoms:Frequent urination}{symptoms:39}{symptoms:Sharp abdominal pain}{symptoms:37}{symptoms:Blood in urine}{symptoms:34}{symptoms:Penis pain}{symptoms:32}{symptoms:Retention of urine}{symptoms:30}{symptoms:Pain in testicles}{symptoms:27}{symptoms:Suprapubic pain}{symptoms:27}{symptoms:Pelvic pain}{symptoms:12}{symptoms:Vaginal itching}{symptoms:12}{symptoms:Itching of skin}{symptoms:12} Urethritis
442,Prostatitis,[{symptoms:Painful urination}{symptoms:58}{symptoms:Frequent urination}{symptoms:52}{symptoms:Retention of urine}{symptoms:41}{symptoms:Pain in testicles}{symptoms:41}{symptoms:Blood in urine}{symptoms:37}{symptoms:Symptoms of prostate}{symptoms:34}{symptoms:Sharp abdominal pain}{symptoms:34}{symptoms:Fever}{symptoms:32}{symptoms:Back pain}{symptoms:30}{symptoms:Impotence}{symptoms:26}{symptoms:Lower abdominal pain}{symptoms:22}{symptoms:Chills}{symptoms:20} Prostatitis
443,Otitis externa (swimmer's ear),[{symptoms:Ear pain}{symptoms:94}{symptoms:Fluid in ear}{symptoms:38}{symptoms:Redness in ear}{symptoms:36}{symptoms:Plugged feeling in ear}{symptoms:34}{symptoms:Fever}{symptoms:32}{symptoms:Sore throat}{symptoms:31}{symptoms:Cough}{symptoms:28}{symptoms:Diminished hearing}{symptoms:27}{symptoms:Facial pain}{symptoms:17}{symptoms:Itchy ear(s)}{symptoms:14}{symptoms:Bleeding from ear}{symptoms:14}{symptoms:Ringing in ear}{symptoms:7} Otitis externa (swimmer's ear)
444,Poisoning due to anticonvulsants,[{symptoms:Problems with movement}{symptoms:53}{symptoms:Seizures}{symptoms:53}{symptoms:Dizziness}{symptoms:45}{symptoms:Vomiting}{symptoms:35}{symptoms:Feeling ill}{symptoms:35}{symptoms:Depression}{symptoms:35}{symptoms:Headache}{symptoms:35}{symptoms:Difficulty speaking}{symptoms:21}{symptoms:Ringing in ear}{symptoms:21}{symptoms:Itching of skin}{symptoms:21}{symptoms:Pain in eye}{symptoms:21}{symptoms:Slurring words}{symptoms:21} Poisoning due to anticonvulsants
445,Testicular torsion,[{symptoms:Pain in testicles}{symptoms:80}{symptoms:Symptoms of the scrotum and testes}{symptoms:76}{symptoms:Swelling of scrotum}{symptoms:63}{symptoms:Sharp abdominal pain}{symptoms:52}{symptoms:Back pain}{symptoms:34}{symptoms:Burning abdominal pain}{symptoms:34}{symptoms:Emotional symptoms}{symptoms:2}{symptoms:Elbow cramps or spasms}{symptoms:2}{symptoms:Nailbiting}{symptoms:2}{symptoms:Itching of scrotum}{symptoms:2}{symptoms:Elbow weakness}{symptoms:2}{symptoms:Muscle swelling}{symptoms:2} Testicular torsion
446,Tricuspid valve disease,[{symptoms:Anxiety and nervousness}{symptoms:51}{symptoms:Drainage in throat}{symptoms:51}{symptoms:Back pain}{symptoms:51}{symptoms:Excessive growth}{symptoms:4}{symptoms:Itchy eyelid}{symptoms:4}{symptoms:Cross-eyed}{symptoms:4}{symptoms:Wrist weakness}{symptoms:4}{symptoms:Elbow weakness}{symptoms:4}{symptoms:Elbow cramps or spasms}{symptoms:4}{symptoms:Emotional symptoms}{symptoms:4}{symptoms:Hip stiffness or tightness}{symptoms:4}{symptoms:Nailbiting}{symptoms:4} Tricuspid valve disease
447,Urethral stricture,[{symptoms:Retention of urine}{symptoms:73}{symptoms:Painful urination}{symptoms:36}{symptoms:Frequent urination}{symptoms:34}{symptoms:Suprapubic pain}{symptoms:34}{symptoms:Involuntary urination}{symptoms:27}{symptoms:Blood in urine}{symptoms:24}{symptoms:Symptoms of bladder}{symptoms:16}{symptoms:Symptoms of prostate}{symptoms:11}{symptoms:Symptoms of the scrotum and testes}{symptoms:6}{symptoms:Excessive urination at night}{symptoms:6}{symptoms:Penis redness}{symptoms:6}{symptoms:Swelling of scrotum}{symptoms:6} Urethral stricture
448,Vitamin D deficiency,[{symptoms:Fatigue}{symptoms:40}{symptoms:Joint pain}{symptoms:9}{symptoms:Hot flashes}{symptoms:9}{symptoms:Weight gain}{symptoms:9}{symptoms:Skin irritation}{symptoms:3}{symptoms:Arm stiffness or tightness}{symptoms:3}{symptoms:Smoking problems}{symptoms:3}{symptoms:Mouth dryness}{symptoms:3}{symptoms:Infrequent menstruation}{symptoms:3}{symptoms:Feeling hot}{symptoms:3}{symptoms:Melena}{symptoms:3}{symptoms:Back stiffness or tightness}{symptoms:3} Vitamin D deficiency
449,Hydatidiform mole,[{symptoms:Spotting or bleeding during pregnancy}{symptoms:71}{symptoms:Pain during pregnancy}{symptoms:52}{symptoms:Problems during pregnancy}{symptoms:44}{symptoms:Sharp abdominal pain}{symptoms:44}{symptoms:Low back pain}{symptoms:34}{symptoms:Nausea}{symptoms:34}{symptoms:Dizziness}{symptoms:34}{symptoms:Vomiting}{symptoms:34}{symptoms:Pelvic pain}{symptoms:34}{symptoms:Diminished vision}{symptoms:21}{symptoms:Side pain}{symptoms:21}{symptoms:Burning abdominal pain}{symptoms:21} Hydatidiform mole
450,Pain disorder affecting the neck,[{symptoms:Neck pain}{symptoms:86}{symptoms:Headache}{symptoms:84}{symptoms:Back pain}{symptoms:40}{symptoms:Loss of sensation}{symptoms:37}{symptoms:Neck stiffness or tightness}{symptoms:37}{symptoms:Shoulder pain}{symptoms:37}{symptoms:Low back pain}{symptoms:34}{symptoms:Dizziness}{symptoms:27}{symptoms:Arm pain}{symptoms:22}{symptoms:Paresthesia}{symptoms:22}{symptoms:Insomnia}{symptoms:18}{symptoms:Disturbance of memory}{symptoms:13} Pain disorder affecting the neck
451,Tuberculosis,[{symptoms:Cough}{symptoms:33}{symptoms:Shortness of breath}{symptoms:31}{symptoms:Sweating}{symptoms:10}{symptoms:Congestion in chest}{symptoms:10}{symptoms:Hemoptysis}{symptoms:5}{symptoms:Skin dryness;peeling;scaliness;or roughness}{symptoms:5}{symptoms:Drainage in throat}{symptoms:5}{symptoms:Hurts to breath}{symptoms:5}{symptoms:Itchiness of eye}{symptoms:5}{symptoms:Back cramps or spasms}{symptoms:5}{symptoms:Vaginal itching}{symptoms:5} Tuberculosis
452,Pelvic fistula,[{symptoms:Vaginal discharge}{symptoms:52}{symptoms:Dizziness}{symptoms:34}{symptoms:Rectal bleeding}{symptoms:34}{symptoms:Back pain}{symptoms:34}{symptoms:Recent pregnancy}{symptoms:34}{symptoms:Fainting}{symptoms:34}{symptoms:Heartburn}{symptoms:34}{symptoms:Elbow cramps or spasms}{symptoms:2}{symptoms:Nailbiting}{symptoms:2}{symptoms:Itching of scrotum}{symptoms:2}{symptoms:Muscle swelling}{symptoms:2}{symptoms:Elbow weakness}{symptoms:2} Pelvic fistula
453,Acute bronchiolitis,[{symptoms:Cough}{symptoms:91}{symptoms:Fever}{symptoms:78}{symptoms:Nasal congestion}{symptoms:76}{symptoms:Wheezing}{symptoms:59}{symptoms:Difficulty breathing}{symptoms:56}{symptoms:Vomiting}{symptoms:42}{symptoms:Coryza}{symptoms:41}{symptoms:Shortness of breath}{symptoms:33}{symptoms:Decreased appetite}{symptoms:18}{symptoms:Irritable infant}{symptoms:13}{symptoms:Pulling at ears}{symptoms:12}{symptoms:Hurts to breath}{symptoms:8} Acute bronchiolitis
454,Presbyopia,[{symptoms:Diminished vision}{symptoms:83}{symptoms:Symptoms of eye}{symptoms:35}{symptoms:Spots or clouds in vision}{symptoms:33}{symptoms:Itchiness of eye}{symptoms:15}{symptoms:Eye redness}{symptoms:15}{symptoms:Pain in eye}{symptoms:15}{symptoms:Eye burns or stings}{symptoms:12}{symptoms:Foreign body sensation in eye}{symptoms:12}{symptoms:Lacrimation}{symptoms:8}{symptoms:Abnormal movement of eyelid}{symptoms:8}{symptoms:Mass on eyelid}{symptoms:4}{symptoms:Difficulty speaking}{symptoms:4} Presbyopia
455,Dementia,[{symptoms:Disturbance of memory}{symptoms:53}{symptoms:Problems with movement}{symptoms:45}{symptoms:Dizziness}{symptoms:32}{symptoms:Depressive or psychotic symptoms}{symptoms:32}{symptoms:Abnormal involuntary movements}{symptoms:26}{symptoms:Paresthesia}{symptoms:21}{symptoms:Hostile behavior}{symptoms:21}{symptoms:Delusions or hallucinations}{symptoms:15}{symptoms:Difficulty speaking}{symptoms:13}{symptoms:Insomnia}{symptoms:13}{symptoms:Disturbance of smell or taste}{symptoms:13}{symptoms:Focal weakness}{symptoms:9} Dementia
456,Insect bite,[{symptoms:Skin rash}{symptoms:71}{symptoms:Abnormal appearing skin}{symptoms:47}{symptoms:Itching of skin}{symptoms:46}{symptoms:Skin swelling}{symptoms:31}{symptoms:Skin lesion}{symptoms:26}{symptoms:Peripheral edema}{symptoms:19}{symptoms:Hand or finger swelling}{symptoms:17}{symptoms:Arm swelling}{symptoms:17}{symptoms:Leg swelling}{symptoms:13}{symptoms:Swollen eye}{symptoms:13}{symptoms:Fluid retention}{symptoms:6}{symptoms:Lip swelling}{symptoms:5} Insect bite
457,Paroxysmal ventricular tachycardia,[{symptoms:Shortness of breath}{symptoms:43}{symptoms:Sharp chest pain}{symptoms:34}{symptoms:Dizziness}{symptoms:32}{symptoms:Palpitations}{symptoms:32}{symptoms:Fainting}{symptoms:25}{symptoms:Irregular heartbeat}{symptoms:23}{symptoms:Fatigue}{symptoms:20}{symptoms:Increased heart rate}{symptoms:14}{symptoms:Chest tightness}{symptoms:11}{symptoms:Weight gain}{symptoms:8}{symptoms:Decreased heart rate}{symptoms:4}{symptoms:Slurring words}{symptoms:4} Paroxysmal ventricular tachycardia
458,Congenital heart defect,[{symptoms:Sharp chest pain}{symptoms:26}{symptoms:Lack of growth}{symptoms:6}{symptoms:Lymphedema}{symptoms:6}{symptoms:Arm swelling}{symptoms:4}{symptoms:Infant feeding problem}{symptoms:4}{symptoms:Slurring words}{symptoms:2}{symptoms:Irregular belly button}{symptoms:2}{symptoms:Cross-eyed}{symptoms:2}{symptoms:Neck cramps or spasms}{symptoms:2}{symptoms:Decreased heart rate}{symptoms:2}{symptoms:Excessive appetite}{symptoms:2}{symptoms:Hand or finger stiffness or tightness}{symptoms:2} Congenital heart defect
459,Connective tissue disorder,[{symptoms:Joint pain}{symptoms:46}{symptoms:Skin rash}{symptoms:36}{symptoms:Fatigue}{symptoms:36}{symptoms:Foot or toe pain}{symptoms:36}{symptoms:Fever}{symptoms:36}{symptoms:Feeling ill}{symptoms:36}{symptoms:Paresthesia}{symptoms:36}{symptoms:Ache all over}{symptoms:36}{symptoms:Arm pain}{symptoms:36}{symptoms:Headache}{symptoms:36}{symptoms:Lymphedema}{symptoms:22}{symptoms:Difficulty in swallowing}{symptoms:22} Connective tissue disorder
460,Foreign body in the eye,[{symptoms:Pain in eye}{symptoms:79}{symptoms:Eye redness}{symptoms:47}{symptoms:Foreign body sensation in eye}{symptoms:38}{symptoms:Eye burns or stings}{symptoms:22}{symptoms:Lacrimation}{symptoms:18}{symptoms:Symptoms of eye}{symptoms:13}{symptoms:Swollen eye}{symptoms:13}{symptoms:Itchiness of eye}{symptoms:8}{symptoms:White discharge from eye}{symptoms:3}{symptoms:Abnormal movement of eyelid}{symptoms:3}{symptoms:Eyelid lesion or rash}{symptoms:3}{symptoms:Eyelid swelling}{symptoms:3} Foreign body in the eye
461,Poisoning due to gas,[{symptoms:Shortness of breath}{symptoms:62}{symptoms:Cough}{symptoms:59}{symptoms:Nausea}{symptoms:49}{symptoms:Headache}{symptoms:49}{symptoms:Sharp chest pain}{symptoms:40}{symptoms:Nasal congestion}{symptoms:40}{symptoms:Dizziness}{symptoms:35}{symptoms:Difficulty breathing}{symptoms:35}{symptoms:Sore throat}{symptoms:35}{symptoms:Wheezing}{symptoms:28}{symptoms:Fever}{symptoms:28}{symptoms:Drainage in throat}{symptoms:21} Poisoning due to gas
462,Pyogenic skin infection,[{symptoms:Abnormal appearing skin}{symptoms:46}{symptoms:Skin lesion}{symptoms:35}{symptoms:Leg pain}{symptoms:30}{symptoms:Skin rash}{symptoms:29}{symptoms:Leg swelling}{symptoms:25}{symptoms:Foot or toe pain}{symptoms:24}{symptoms:Skin on leg or foot looks infected}{symptoms:24}{symptoms:Peripheral edema}{symptoms:23}{symptoms:Skin swelling}{symptoms:20}{symptoms:Hand or finger swelling}{symptoms:19}{symptoms:Hand or finger pain}{symptoms:17}{symptoms:Foot or toe swelling}{symptoms:16} Pyogenic skin infection
463,Endometrial hyperplasia,[{symptoms:Vaginal bleeding after menopause}{symptoms:53}{symptoms:Heavy menstrual flow}{symptoms:45}{symptoms:Unpredictable menstruation}{symptoms:35}{symptoms:Involuntary urination}{symptoms:21}{symptoms:Vaginal discharge}{symptoms:21}{symptoms:Pelvic pain}{symptoms:21}{symptoms:Pus in sputum}{symptoms:1}{symptoms:Muscle swelling}{symptoms:1}{symptoms:Elbow cramps or spasms}{symptoms:1}{symptoms:Abnormal size or shape of ear}{symptoms:1}{symptoms:Back weakness}{symptoms:1}{symptoms:Low back weakness}{symptoms:1} Endometrial hyperplasia
464,Acanthosis nigricans,[{symptoms:Weight gain}{symptoms:78}{symptoms:Skin lesion}{symptoms:34}{symptoms:Allergic reaction}{symptoms:17}{symptoms:Acne or pimples}{symptoms:17}{symptoms:Infertility}{symptoms:17}{symptoms:Skin growth}{symptoms:9}{symptoms:Pain or soreness of breast}{symptoms:9}{symptoms:Skin moles}{symptoms:9}{symptoms:Unwanted hair}{symptoms:9}{symptoms:Fluid retention}{symptoms:9}{symptoms:Apnea}{symptoms:9}{symptoms:Warts}{symptoms:9} Acanthosis nigricans
465,Central atherosclerosis,[{symptoms:Shortness of breath}{symptoms:43}{symptoms:Fatigue}{symptoms:31}{symptoms:Blood in urine}{symptoms:23}{symptoms:Excessive urination at night}{symptoms:23}{symptoms:Weight gain}{symptoms:13}{symptoms:Symptoms of the kidneys}{symptoms:13}{symptoms:Muscle pain}{symptoms:13}{symptoms:Irregular heartbeat}{symptoms:13}{symptoms:Increased heart rate}{symptoms:13}{symptoms:Hand or finger cramps or spasms}{symptoms:13}{symptoms:Peripheral edema}{symptoms:13}{symptoms:Joint pain}{symptoms:13} Central atherosclerosis
466,Viral exanthem,[{symptoms:Skin rash}{symptoms:97}{symptoms:Fever}{symptoms:79}{symptoms:Cough}{symptoms:40}{symptoms:Nasal congestion}{symptoms:35}{symptoms:Vomiting}{symptoms:31}{symptoms:Abnormal appearing skin}{symptoms:27}{symptoms:Itching of skin}{symptoms:25}{symptoms:Decreased appetite}{symptoms:17}{symptoms:Pulling at ears}{symptoms:11}{symptoms:Skin swelling}{symptoms:8}{symptoms:Lip sore}{symptoms:8}{symptoms:Flu-like syndrome}{symptoms:8} Viral exanthem
467,Blastomycosis,[{symptoms:Pain in eye}{symptoms:91}{symptoms:Shoulder cramps or spasms}{symptoms:91}{symptoms:Facial pain}{symptoms:91}{symptoms:Ankle pain}{symptoms:91}{symptoms:Wrist pain}{symptoms:91}{symptoms:Pain during pregnancy}{symptoms:91}{symptoms:Excessive anger}{symptoms:91}{symptoms:Joint stiffness or tightness}{symptoms:91}{symptoms:Pain or soreness of breast}{symptoms:91}{symptoms:Knee lump or mass}{symptoms:91}{symptoms:Fatigue}{symptoms:91}{symptoms:Excessive urination at night}{symptoms:91} Blastomycosis
468,Noninfectious gastroenteritis,[{symptoms:Vomiting}{symptoms:93}{symptoms:Diarrhea}{symptoms:88}{symptoms:Nausea}{symptoms:75}{symptoms:Sharp abdominal pain}{symptoms:72}{symptoms:Fever}{symptoms:58}{symptoms:Burning abdominal pain}{symptoms:40}{symptoms:Headache}{symptoms:25}{symptoms:Blood in stool}{symptoms:15}{symptoms:Decreased appetite}{symptoms:14}{symptoms:Chills}{symptoms:11}{symptoms:Fluid retention}{symptoms:7}{symptoms:Rectal bleeding}{symptoms:6} Noninfectious gastroenteritis
469,Benign prostatic hyperplasia (BPH),[{symptoms:Retention of urine}{symptoms:58}{symptoms:Symptoms of prostate}{symptoms:48}{symptoms:Frequent urination}{symptoms:42}{symptoms:Blood in urine}{symptoms:34}{symptoms:Excessive urination at night}{symptoms:30}{symptoms:Impotence}{symptoms:24}{symptoms:Involuntary urination}{symptoms:10}{symptoms:Symptoms of bladder}{symptoms:8}{symptoms:Pain in testicles}{symptoms:7}{symptoms:Hesitancy}{symptoms:5}{symptoms:Swelling of scrotum}{symptoms:4}{symptoms:Low urine output}{symptoms:3} Benign prostatic hyperplasia (BPH)
470,Menopause,[{symptoms:Hot flashes}{symptoms:58}{symptoms:Unpredictable menstruation}{symptoms:23}{symptoms:Sweating}{symptoms:21}{symptoms:Pelvic pain}{symptoms:10}{symptoms:Long menstrual periods}{symptoms:10}{symptoms:Involuntary urination}{symptoms:10}{symptoms:Vaginal dryness}{symptoms:8}{symptoms:Vaginal itching}{symptoms:8}{symptoms:Weight gain}{symptoms:8}{symptoms:Heavy menstrual flow}{symptoms:8}{symptoms:Loss of sex drive}{symptoms:8}{symptoms:Absence of menstruation}{symptoms:5} Menopause
471,Primary immunodeficiency,[{symptoms:Fatigue}{symptoms:32}{symptoms:Cough}{symptoms:28}{symptoms:Frontal headache}{symptoms:16}{symptoms:Painful sinuses}{symptoms:12}{symptoms:Upper abdominal pain}{symptoms:12}{symptoms:Decreased appetite}{symptoms:12}{symptoms:Arm stiffness or tightness}{symptoms:6}{symptoms:Skin irritation}{symptoms:6}{symptoms:Joint pain}{symptoms:6}{symptoms:Temper problems}{symptoms:6}{symptoms:Mouth ulcer}{symptoms:6}{symptoms:Swollen tongue}{symptoms:6} Primary immunodeficiency
472,Ovarian cancer,[{symptoms:Sharp abdominal pain}{symptoms:35}{symptoms:Decreased appetite}{symptoms:9}{symptoms:Fluid retention}{symptoms:6}{symptoms:Regurgitation}{symptoms:6}{symptoms:Stomach bloating}{symptoms:6}{symptoms:Groin mass}{symptoms:3}{symptoms:Symptoms of the kidneys}{symptoms:3}{symptoms:Difficulty eating}{symptoms:3}{symptoms:Absence of menstruation}{symptoms:3} Ovarian cancer
473,Cataract,[{symptoms:Diminished vision}{symptoms:77}{symptoms:Spots or clouds in vision}{symptoms:33}{symptoms:Symptoms of eye}{symptoms:27}{symptoms:Pain in eye}{symptoms:19}{symptoms:Lacrimation}{symptoms:15}{symptoms:Itchiness of eye}{symptoms:13}{symptoms:Blindness}{symptoms:9}{symptoms:Foreign body sensation in eye}{symptoms:8}{symptoms:Eye burns or stings}{symptoms:8}{symptoms:Double vision}{symptoms:8}{symptoms:Cloudy eye}{symptoms:7}{symptoms:Abnormal movement of eyelid}{symptoms:4} Cataract
474,Dislocation of the hip,[{symptoms:Hip pain}{symptoms:90}{symptoms:Knee pain}{symptoms:24}{symptoms:Leg pain}{symptoms:24}{symptoms:Back pain}{symptoms:24}{symptoms:Groin pain}{symptoms:14}{symptoms:Hip stiffness or tightness}{symptoms:14}{symptoms:Abusing alcohol}{symptoms:14} Dislocation of the hip
475,Spinal stenosis,[{symptoms:Neck pain}{symptoms:87}{symptoms:Back pain}{symptoms:71}{symptoms:Low back pain}{symptoms:52}{symptoms:Shoulder pain}{symptoms:44}{symptoms:Headache}{symptoms:42}{symptoms:Leg pain}{symptoms:41}{symptoms:Arm pain}{symptoms:32}{symptoms:Loss of sensation}{symptoms:29}{symptoms:Hip pain}{symptoms:21}{symptoms:Lower body pain}{symptoms:15}{symptoms:Problems with movement}{symptoms:13}{symptoms:Paresthesia}{symptoms:12} Spinal stenosis
476,Intestinal obstruction,[{symptoms:Constipation}{symptoms:90}{symptoms:Sharp abdominal pain}{symptoms:80}{symptoms:Nausea}{symptoms:52}{symptoms:Diarrhea}{symptoms:52}{symptoms:Vomiting}{symptoms:49}{symptoms:Retention of urine}{symptoms:46}{symptoms:Burning abdominal pain}{symptoms:43}{symptoms:Pain of the anus}{symptoms:34}{symptoms:Stomach bloating}{symptoms:17}{symptoms:Vomiting blood}{symptoms:9}{symptoms:Incontinence of stool}{symptoms:9}{symptoms:Vaginal itching}{symptoms:9} Intestinal obstruction
477,Heart contusion,[{symptoms:Apnea}{symptoms:51}{symptoms:Sharp chest pain}{symptoms:51}{symptoms:Depression}{symptoms:51}{symptoms:Fainting}{symptoms:51}{symptoms:Itchy eyelid}{symptoms:4}{symptoms:Cross-eyed}{symptoms:4}{symptoms:Excessive growth}{symptoms:4}{symptoms:Elbow cramps or spasms}{symptoms:4}{symptoms:Wrist weakness}{symptoms:4}{symptoms:Elbow weakness}{symptoms:4}{symptoms:Hip stiffness or tightness}{symptoms:4}{symptoms:Nailbiting}{symptoms:4} Heart contusion
478,Congenital malformation syndrome,[{symptoms:Lack of growth}{symptoms:39}{symptoms:Seizures}{symptoms:31}{symptoms:Gum pain}{symptoms:15}{symptoms:Diminished hearing}{symptoms:8}{symptoms:Leg stiffness or tightness}{symptoms:8}{symptoms:Rib pain}{symptoms:8}{symptoms:Fluid retention}{symptoms:8}{symptoms:Ringing in ear}{symptoms:8}{symptoms:Delusions or hallucinations}{symptoms:8}{symptoms:Symptoms of the kidneys}{symptoms:8}{symptoms:Difficulty eating}{symptoms:8}{symptoms:Groin pain}{symptoms:8} Congenital malformation syndrome
479,Sporotrichosis,[{symptoms:Knee pain}{symptoms:100}{symptoms:Knee swelling}{symptoms:100}{symptoms:Shoulder cramps or spasms}{symptoms:32}{symptoms:Ankle pain}{symptoms:32}{symptoms:Wrist pain}{symptoms:32}{symptoms:Pain during pregnancy}{symptoms:32}{symptoms:Joint stiffness or tightness}{symptoms:32}{symptoms:Excessive anger}{symptoms:32}{symptoms:Pain or soreness of breast}{symptoms:32}{symptoms:Knee lump or mass}{symptoms:32}{symptoms:Facial pain}{symptoms:32}{symptoms:Pain in eye}{symptoms:32} Sporotrichosis
480,Lymphangitis,[{symptoms:Skin on arm or hand looks infected}{symptoms:52}{symptoms:Neck swelling}{symptoms:52}{symptoms:Skin on leg or foot looks infected}{symptoms:52}{symptoms:Skin on head or neck looks infected}{symptoms:34}{symptoms:Foot or toe lump or mass}{symptoms:34}{symptoms:Flu-like syndrome}{symptoms:34}{symptoms:Foot or toe pain}{symptoms:34}{symptoms:Facial pain}{symptoms:34}{symptoms:Neck pain}{symptoms:34}{symptoms:Arm pain}{symptoms:34}{symptoms:Abnormal appearing skin}{symptoms:34}{symptoms:Skin irritation}{symptoms:34} Lymphangitis
